annotator,image_id,
Juliano,notebook_rot_s_3.jpg,
Juliano,notebook_rot_s_4.jpg,
Juliano,notecards_rot_s_5.jpg,
Juliano,notecards_rot_s_6.jpg,
Juliano,packingtape_rot_s_1.jpg,
Juliano,packingtape_rot_s_2.jpg,
Juliano,pail_rot_s_2.jpg,
Juliano,pail_rot_s_7.jpg,
Juliano,pail_rot_s_8.jpg,
Juliano,phone_antique_rot_s_3.jpg,
Juliano,phone_antique_rot_s_4.jpg,
Juliano,pitcher_rot_s_1.jpg,
Juliano,pitcher_rot_s_2.jpg,
Juliano,pitcher_rot_s_7.jpg,
Juliano,pitcher_rot_s_8.jpg,
Juliano,razor_rot_s_7.jpg,
Juliano,razor_rot_s_8.jpg,
Juliano,razor_rot_s_9.jpg,
Juliano,razor_rot_s_10.jpg,
Juliano,scanner_rot_s_9.jpg,
Juliano,scanner_rot_s_10.jpg,
Juliano,sponge_rot_s_1.jpg,
Juliano,sponge_rot_s_2.jpg,
Juliano,sponge_rot_s_3.jpg,
Juliano,sponge_rot_s_4.jpg,
Juliano,sugar_bowl_rot_s_1.jpg,
Juliano,sugar_bowl_rot_s_2.jpg,
Juliano,sugar_bowl_rot_s_3.jpg,
Juliano,sugar_bowl_rot_s_4.jpg,
Juliano,takeout_container_rot_s_5.jpg,
Juliano,takeout_container_rot_s_6.jpg,
Juliano,takeout_container_rot_s_9.jpg,
Juliano,takeout_container_rot_s_10.jpg,
Juliano,tape_dispenser_rot_s_5.jpg,
Juliano,tape_dispenser_rot_s_6.jpg,
Juliano,tape_dispenser_rot_s_9.jpg,
Juliano,tape_dispenser_rot_s_10.jpg,
Juliano,tennis_racket_rot_s_7.jpg,
Juliano,tennis_racket_rot_s_8.jpg,
Juliano,tennis_racket_rot_s_9.jpg,
Juliano,tennis_racket_rot_s_10.jpg,
Juliano,theater_seats_rot_s_5.jpg,
Juliano,theater_seats_rot_s_6.jpg,
Juliano,theater_seats_rot_s_9.jpg,
Juliano,theater_seats_rot_s_10.jpg,
Juliano,tissue_rot_s_5.jpg,
Juliano,tissue_rot_s_6.jpg,
Juliano,tool_box_rot_s_5.jpg,
Juliano,tool_box_rot_s_6.jpg,
Juliano,towel_rot_s_7.jpg,
Juliano,towel_rot_s_8.jpg,
Juliano,towel_rot_s_9.jpg,
Juliano,towel_rot_s_10.jpg,
Juliano,truck_rot_s_1.jpg,
Juliano,truck_rot_s_2.jpg,
Juliano,umbrella_rot_s_1.jpg,
Juliano,umbrella_rot_s_2.jpg,
Juliano,umbrella_rot_s_7.jpg,
Juliano,umbrella_rot_s_8.jpg,
Juliano,usb_key_rot_s_5.jpg,
Juliano,usb_key_rot_s_6.jpg,
Juliano,valve_rot_s_5.jpg,
Juliano,valve_rot_s_6.jpg,
Deanna,accordion_rot_s_5.jpg,
Deanna,accordion_rot_s_6.jpg,
Deanna,box_hat_rot_s_7.jpg,
Deanna,box_hat_rot_s_8.jpg,
Deanna,box_hat_rot_s_8.jpg,
Deanna,briefcase_rot_s_7.jpg,
Deanna,briefcase_rot_s_8.jpg,
Deanna,briefcase_rot_s_9.jpg,
Deanna,briefcase_rot_s_10.jpg,
Deanna,cardboard_rot_s_7.jpg,
Deanna,cardboard_rot_s_8.jpg,
Deanna,chair_recliner_rot_s_3,
Deanna,chair_recliner_rot_s_4,
Deanna,chair_rot_s_8.jpg,
Deanna,chapstick_rot_s_3,
Deanna,clamp_rot_s_3,
Deanna,clamp_rot_s_4,
Deanna,cocktail_umbrella_rot_s_9,
Deanna,cocktail_umbrella_rot_s_10,
Deanna,container_open_rot_s_9,
Deanna,container_open_rot_s_10,
Deanna,controlbox_rot_s_1,
Deanna,controlbox_rot_s_2,
Deanna,controlbox_rot_s_7,
Deanna,controlbox_rot_s_8,
Deanna,extension_cord_rot_s_5,
Deanna,extension_cord_rot_s_9,
Deanna,extension_cord_s_2,
Deanna,extension_cord_s_4,
Deanna,fakeapple_rot_s_5,
Deanna,fakeapple_rot_s_6,
Deanna,flask_rot_s_1,
Deanna,flask_rot_s_2,
Deanna,flask_rot_s_3,
Deanna,flask_rot_s_4,
Deanna,fuel_tank_rot_s_1,
Deanna,fuel_tank_rot_s_2,
Deanna,fuel_tank_rot_s_3,
Deanna,fuel_tank_rot_s_4,
Deanna,gift_box_rot_s_7,
Deanna,gift_box_rot_s_8,
Deanna,gift_box_rot_s_9,
Deanna,gift_box_rot_s_10,
Deanna,gloves_rot_s_5,
Deanna,gloves_rot_s_6,
Deanna,hand_puppet_rot_s_1,
Deanna,hand_puppet_rot_s_2,
Deanna,hand_puppet_rot_s_3,?
Deanna,hand_puppet_rot_s_4,?
Deanna,handbag_rot_s_9,
Deanna,handbag_rot_s_10,
Deanna,holy_vase_rot_s_5,
Deanna,holy_vase_rot_s_6,
Deanna,jacket_rot_s_5,
Deanna,jacket_rot_s_6,
Deanna,jacket_rot_s_9,
Deanna,jacket_rot_s_10,
Deanna,jug_rot_s_5,
Deanna,jug_rot_s_6,
Deanna,jug_rot_s_9,
Deanna,jug_rot_s_10,
Deanna,kettle_rot_s_7,
Deanna,kettle_rot_s_8,
Deanna,lotion_rot_s_7,
Deanna,lotion_rot_s_8,
Deanna,measuring_spoons_rot_s_7,
Deanna,measuring_spoons_rot_s_8,
Deanna,nailpolish_rot_s_9,
Deanna,nailpolish_rot_s_10,
Deanna,notebook_rot_s_1,
Deanna,notebook_rot_s_2,
Deanna,notebook_rot_s_3,
Deanna,notebook_rot_s_4,
Deanna,notecards_rot_s_5,
Deanna,notecards_rot_s_6,
Deanna,packingtape_rot_s_1,
Deanna,packingtape_rot_s_2,
Deanna,packingtape_rot_s_3,
Deanna,packingtape_rot_s_4,
Deanna,pail_rot_s_1,?
Deanna,pail_rot_s_2,
Deanna,pail_rot_s_7,
Deanna,pail_rot_s_8,
Deanna,phone_antique_rot_s_3,
Deanna,phone_antique_rot_s_4,
Deanna,pitcher_rot_s_1,
Deanna,pitcher_rot_s_2,
Deanna,pitcher_rot_s_7,
Deanna,pitcher_rot_s_8,
Deanna,razor_rot_s_7,
Deanna,razor_rot_s_8,
Deanna,razor_rot_s_9,
Deanna,razor_rot_s_10,
Deanna,scanner_rot_s_9,
Deanna,scanner_rot_s_10,
Deanna,sponge_rot_s_1,
Deanna,sponge_rot_s_2,
Deanna,sponge_rot_s_3,
Deanna,sponge_rot_s_4,
Deanna,sugar_bowl_rot_s_1,
Deanna,sugar_bowl_rot_s_2,
Deanna,sugar_bowl_rot_s_3,
Deanna,sugar_bowl_rot_s_4,
Deanna,takeout_container_rot_s_5,?
Deanna,takeout_container_rot_s_6,?
Deanna,takeout_container_rot_s_9,
Deanna,takeout_container_rot_s_10,
Deanna,tape_dispenser_rot_s_5,
Deanna,tape_dispenser_rot_s_6,
Deanna,tape_dispenser_rot_s_9,
Deanna,tape_dispenser_rot_s_10,
Deanna,tennis_racket_rot_s_7,
Deanna,tennis_racket_rot_s_8,
Deanna,tennis_racket_rot_s_9,
Deanna,tennis_racket_rot_s_10,
Deanna,theater_seats_rot_s_5,
Deanna,theater_seats_rot_s_6,
Deanna,theater_seats_rot_s_9,
Deanna,theater_seats_rot_s_10,
Deanna,tissues_rot_s_5,
Deanna,tissues_rot_s_6,
Deanna,tool_box_rot_s_5,
Deanna,tool_box_rot_s_6,
Deanna,towel_rot_s_7,
Deanna,towel_rot_s_8,
Deanna,towel_rot_s_9,
Deanna,towel_rot_s_10,
Deanna,truck_rot_s_1,
Deanna,truck_rot_s_2,
Deanna,umbrella_rot_s_1,
Deanna,umbrella_rot_s_2,
Deanna,umbrella_rot_s_7,
Deanna,umbrella_rot_s_8,
Deanna,usb_key_rot_s_5,
Deanna,usb_key_rot_s_6,
Deanna,valve_rot_s_5,
Deanna,valve_rot_s_6,
Deanna,watch_rot_s_4,?
Deanna,watch_rot_s_5,?
Morgan,watch_rot_s_3,?
